date,Hospitalized Census 5%,Hospitalized Census 25%,Hospitalized Census Median,Hospitalized Census 75%,Hospitalized Census %95,ICU Census 5%,ICU Census 25%,ICU Census Median,ICU Census 75%,ICU Census %95,Vent Census 5%,Vent Census 25%,Vent Census Median,Vent Census 75%,Vent Census %95,Hospitalized Admits 5%,Hospitalized Admits 25%,Hospitalized Admits Median,Hospitalized Admits 75%,Hospitalized Admits %95,ICU Admits 5%,ICU Admits 25%,ICU Admits Median,ICU Admits 75%,ICU Admits %95,Vent Admits 5%,Vent Admits 25%,Vent Admits Median,Vent Admits 75%,Vent Admits %95
2020-06-13,3.394595332,6.8489230915,10.2516013691,15.3467447016,25.4531596732,0.5339415249,1.7255325484,3.1963331744,5.2698117428,8.9673729175,0.7096050431,1.9331255904,3.1204584996,5.038338271200001,8.6122306008,0,0,1,2,4,0,0,0,1,2,0,0,0,1,2
2020-06-14,3.1971239874,6.6376417114,10.09160460525,15.0735648027,25.8468925866,0.5173857491,1.6087004695,3.2361556847,5.117849955,9.0438315124,0.6592288633000001,1.7902044616000001,3.1226528986,4.85737494,8.4292482671,0,0,1,2,4,0,0,0,1,2,0,0,0,1,2
2020-06-15,2.9580974112,6.4134154694,9.7448494753,14.9818486522,25.4397065984,0.4511733463,1.6424985829,3.1041614617,5.0254664306,8.8329871085,0.6031568028000001,1.7188389254,2.9928753135,4.7719180555000005,8.3952003712,0,0,1,2,4,0,0,0,1,2,0,0,0,1,2
2020-06-16,3.029908582,6.1981218006,9.7286035326,14.8035290446,25.1984746702,0.3851598882,1.5952444476,3.0320262177,5.096563039875,8.7732844874,0.5475506805,1.6882190664999999,2.9470939472,4.8291500593,8.733974036,0,0,1,2,3,0,0,0,1,2,0,0,0,1,2
2020-06-17,2.7738777098,6.0716957445,9.4713386775,14.4375915769,25.3111287068,0.33045783700000003,1.5825838412,2.9931054319,4.882555916,8.7760318242,0.5102627337,1.616465705675,2.7486231281,4.6550552133,8.62885571893992,0,0,1,2,4,0,0,0,1,2,0,0,0,0,2
2020-06-18,2.6075541284,5.8905595345,8.97148795565,14.3914154559,25.0216403764,0.3807515938,1.4771495059,2.8194929732,4.7283152109,8.846609881300001,0.4662491122500003,1.5600834842,2.7818142325000004,4.5904678627,8.5572835224,0,0,1,1,3,0,0,0,1,2,0,0,0,1,2
2020-06-19,2.4515310118400064,5.5812102946,9.0044540146,14.1365931913,24.8763088214,0.3047557703,1.4970310577000001,2.8852823641,4.597893450475,8.6466493709,0.4247168248,1.5541938319000002,2.7883600805,4.3701640285,7.9820698412,0,0,1,2,3,0,0,0,1,2,0,0,0,1,2
2020-06-20,2.4281057423,5.560156195549999,8.8478817263,13.9217407181,24.7193919954,0.3154534918,1.4227972782,2.8406358543,4.671142175,8.4870333028,0.3870472473,1.4966449326,2.7109398689,4.5477570291,7.9315863496,0,0,1,1,3,0,0,0,1,2,0,0,0,1,2
2020-06-21,2.3290302337,5.4497095118,8.6281480566,13.6552719983,24.1148103332,0.28744715400000004,1.4106330205,2.74472078425,4.5909906763,8.5310639664,0.3843112536,1.4332393528,2.5729984604,4.3735008752,8.1096066323,0,0,1,1,3,0,0,0,1,2,0,0,0,1,2
2020-06-22,2.1635771346,5.2983777411,8.4795562512,13.61615975605,24.3318483634,0.26644913330000003,1.4046628477,2.6351714574000003,4.3997558341000005,8.6114835556,0.3574862999,1.3746189070250001,2.5460265613,4.3004085979,8.3315169889,0,0,1,2,3,0,0,0,1,2,0,0,0,1,2
2020-06-23,2.1269777771,5.0064560308,8.2292918298,13.368119357475,23.9573582089,0.2368088293,1.3046518391,2.5596697603000003,4.4205912584,8.3071894883,0.3466867945,1.2920703664,2.4781148637,4.295232276749999,8.097740458279993,0,0,1,1,3,0,0,0,1,2,0,0,0,0,1
2020-06-24,1.9536108434,4.8685175177,7.9441090103,13.3393368294,24.3142446881,0.2140940006,1.2530327269,2.5219512,4.2953698495,8.0865079906,0.31242738400000003,1.2495062344,2.4484174004500003,4.3025449366,7.8727181026,0,0,1,1,4,0,0,0,1,2,0,0,0,0,2
2020-06-25,1.8417006271000003,4.6336906322,7.835260676,13.3108542107,24.0595089012,0.18765984530000002,1.2091454421,2.560665787,4.317348362,7.88961880421998,0.2917975902,1.2140514996,2.4457102316,4.3114678578,7.916619517499987,0,0,1,1,4,0,0,0,1,2,0,0,0,1,2
2020-06-26,1.7620116459,4.4903427443,7.6257817006,13.1403983792,24.1270244813,0.18672804040000002,1.2125187725,2.434215951,4.2718538756,8.0885805666,0.2693844396,1.2081446484,2.3553940613,4.1119649077,7.6289225474,0,0,0,1,3,0,0,0,1,2,0,0,0,0,2
2020-06-27,1.7474877205000001,4.3924705395,7.4811008615,13.1024117248,23.74355358102987,0.1587631413,1.2106771767,2.4054259029000002,4.2313239945,8.1592028404,0.24861403316000172,1.2130441467,2.3136020459,4.0897383865,7.903715429429894,0,0,1,1,3,0,0,0,1,2,0,0,0,0,1
2020-06-28,1.6601922651,4.2326615732,7.3351805293,12.9504976955,23.8204934157,0.13934824610000002,1.1776622248,2.3501144977,4.2466556954,7.9501372396,0.2282560615,1.1707300762,2.278802477,4.121759751,7.6379608886,0,0,0,1,3,0,0,0,1,2,0,0,0,0,2
2020-06-29,1.5699457355000002,4.315841842,7.1300662437,12.4850866801,23.4106065928,0.1438792891,1.0986652139,2.3230786775,4.2370453347,7.8095144636,0.21268898300000003,1.089643795025,2.26428341,4.088585569,7.823763702200001,0,0,0,1,3,0,0,0,1,2,0,0,0,0,2
2020-06-30,1.5411833527,4.1271735553,7.1978067669,12.3773657248,23.2892415374,0.1250723862,1.0786216709,2.2766294868,4.0994818613,7.9401198189,0.19410486270000002,1.0847731726,2.2152815429,3.939148882,7.866904399700001,0,0,0,1,3,0,0,0,1,2,0,0,0,0,1
2020-07-01,1.4424559439,3.9126892709,6.8702528931,12.1471736487,23.9787546939,0.1268223444,1.079151148825,2.1899788667,4.1264176754,7.9838052609000005,0.174433687,1.0469316323,2.1031671195,3.9579118682,7.7220740775,0,0,0,1,3,0,0,0,1,2,0,0,0,0,2
2020-07-02,1.3597910942,3.737824476075,6.7335135029,12.1346591912,24.5723932321,0.12205299800000001,1.0492798968,2.0742135581,4.0196503985,8.30731898,0.159348617,1.0045942829,2.0679133361,3.925876448475,8.0159731983,0,0,0,1,3,0,0,0,1,2,0,0,0,0,2
2020-07-03,1.2531597338,3.6468389761,6.5909921334,11.8553300914,24.2380546218,0.12149539629000025,1.0016583998,2.0847294932000002,3.928855673,8.2901494385,0.1456187752,0.9736388607,2.1587444565,3.7645136349,8.0287476071,0,0,0,1,3,0,0,0,1,2,0,0,0,0,1
2020-07-04,1.2504444413,3.657720111,6.4621317256,11.5268552305,24.3239339816,0.10494247887000005,0.9470799852,2.0899803791,3.8833809963,8.1934871638,0.13733935660000002,0.9160809274,2.0576939683,3.6780508869,7.7997415444,0,0,0,1,3,0,0,0,1,2,0,0,0,0,1
2020-07-05,1.2012400547,3.4749372234,6.361404324,11.4447812095,24.0286801694,0.0945261965,0.9347771859,2.0088256196,3.8364069913,8.0053153514,0.1331617807,0.9051846617,1.9392165219000002,3.6882382655,7.9143053492,0,0,0,1,3,0,0,0,0,2,0,0,0,0,1
2020-07-06,1.1304177244,3.4223197637,6.2672747903,11.1706756102,23.7679006853,0.10162171340000001,0.9244722561000001,1.9805491018999999,3.7503266180500003,7.7382808714,0.1222817607,0.8545417967000001,1.9288441586,3.6834418954,7.8467705881,0,0,0,1,3,0,0,0,0,2,0,0,0,0,1
2020-07-07,1.0142136747,3.3728595061,6.0225406665,11.0889555974,23.0811245419,0.0988362111,0.8483206984,1.893408881,3.7775885889,7.6497954925,0.12280415880000001,0.8132127453,1.8904003539,3.6616564405,7.357569024,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1
2020-07-08,0.9591210320000001,3.2635905766,5.7582823405,10.8972611752,23.349523569,0.0888135795,0.7640885528,1.9172954002,3.6833205232,7.5682417764,0.1110599303,0.7738696549,1.84667411375,3.4701226173,7.290091655300001,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1
2020-07-09,0.8881292174000001,3.0774072058,5.836653011,10.5398282278,22.7685694303,0.0747664427,0.7293757697000001,1.8047528395999999,3.5070422869,7.4043567182299155,0.0999684877,0.7381787414000001,1.7367701381,3.3675048838,7.6106963156,0,0,0,1,3,0,0,0,0,2,0,0,0,0,1
2020-07-10,0.8928466581000001,3.0236212849,5.5631672084,10.368643336,23.0399687708,0.07423433730000001,0.6857491143000001,1.8228819352,3.4874713064,7.261354831179947,0.1053145919,0.742822258,1.7092235321,3.358292265325,7.3258471534,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1
2020-07-11,0.8354614816,2.9416747403,5.4379924472,10.6265860006,23.377987632500002,0.0723564091,0.6672585499,1.7210693251,3.5363582558999997,7.443799482,0.1094174985,0.7257821828000001,1.6744519051,3.3600161631,7.4349825217,0,0,0,1,3,0,0,0,0,2,0,0,0,0,2
2020-07-12,0.8049009765,2.9311117992,5.4348722915,10.5824132266,22.2419230451,0.0651840014,0.63438459,1.7617584921,3.3912169713,7.3395088679,0.0963688036,0.6946673899,1.6478205362,3.3272623537,7.430340624399999,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1
2020-07-13,0.7446908167,2.7995091144,5.2481709925,10.3053130857,22.1121922574,0.056555945100000005,0.6204360631,1.6945408371,3.3883520092,7.4801874703,0.085186416,0.6671666156,1.5977721274,3.1674287249,7.1680136973,0,0,0,1,3,0,0,0,0,2,0,0,0,0,1
2020-07-14,0.7016306379900006,2.6613069561,5.0168135577,9.8859005551,21.2902396191,0.0521768696,0.5829755559,1.6015518673,3.2573130336,7.2157252635999996,0.07771993270000001,0.6310523419,1.5431581635,3.1829395406,7.1722592545,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1
2020-07-15,0.6434785323100012,2.5211319792999998,5.1879728751,9.8045065762,21.0036902468,0.0462160618,0.5665333536,1.591587947,3.2746736133,7.287737773,0.07428648510000001,0.5942566913,1.54856281855,3.1802865309,7.3083865732,0,0,0,1,3,0,0,0,0,2,0,0,0,0,2
2020-07-16,0.6066950773,2.4952225741,5.0192001424,9.528019172,21.7587313473,0.0415946972,0.5490216212,1.6074447199000002,3.3120496383,7.1706110179,0.0649876601,0.5773347822,1.53145815885,3.1009550516,7.2294672949,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1
2020-07-17,0.5583618539,2.3713473919,4.7216685337,9.427600389,21.6730765227,0.0355153694,0.537806174675,1.5123879405,3.1646580005000002,6.8469752456,0.0633771794,0.5473046416,1.4785152531,3.0748507076,7.043438396064997,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1
2020-07-18,0.5110165659,2.2994280708,4.8209527253,9.3804874773,22.2431617355,0.0354644813,0.5286535219,1.4673051896,3.2037383114,6.8182089877,0.0569365378,0.5533162233,1.4467933715,3.0912720581,6.8323569795,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1
2020-07-19,0.4871789391000001,2.2401725812,4.619359231,9.036037771,21.9407736159,0.0338012372,0.5184156058,1.4588175306,3.1624978512,6.9477174485,0.053029940000000005,0.5287895379,1.4461849215,2.9502638884000003,7.1524447721,0,0,0,1,3,0,0,0,0,2,0,0,0,0,1
2020-07-20,0.4406141163,2.1351939893,4.5353743565,9.1009829765,22.2049358938,0.0317019934,0.5001311951,1.4690075537,3.123665075,6.799098374644942,0.0463756353,0.5003452777,1.443758302,2.9235440311,7.0287463887,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1
2020-07-21,0.42358759840000004,2.0168055017,4.4119136589,8.765723307,22.2622389989,0.0272049533,0.4527737778,1.3957990630000001,3.0008491809,6.8894029144,0.0414397114,0.46632315690000004,1.3963002916,2.8185505711000003,7.1039314162,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1
2020-07-22,0.4009882554,1.9690662559,4.2960899474,8.729797043,21.7293644492,0.023345834200000002,0.43300502430000004,1.365898467,2.9939107309,6.9595522699,0.0383696451,0.45293262570000004,1.3445004906,2.7740321665,7.304381252499999,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1
2020-07-23,0.3748805069,1.8941477325,4.1543595606,8.9378861336,21.7416033894,0.0215926839,0.40425721480000004,1.3071712635,2.8806315817,6.7235905323,0.041551073200000004,0.43877664180000003,1.2722494054,2.815107468475,7.310861712500001,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1
2020-07-24,0.3510431337,1.8184331424,4.1467770231,8.7771804792,21.7411585086,0.0213181109,0.40139393640000004,1.294723877,2.8318235689,6.5224855685000005,0.0387622867,0.4087866002,1.2123512176,2.7836582472,7.2218090127,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1
2020-07-25,0.3511198331,1.8104284959,3.9825718229,8.6363571888,21.3569750645,0.019173317000000002,0.3662839222,1.2285422245,2.8596186411,6.8262150558,0.0351840594,0.3969091168,1.196712221,2.7496516261,6.7392940784,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1
2020-07-26,0.331807214,1.7127304430999999,3.8413355309,8.7246497181,21.6302979479,0.0163573927,0.34646636810000003,1.2494437984,2.8185695537,6.466599915,0.0308886918,0.3859211563,1.1698017757999999,2.7387930153,6.8274522468,0,0,0,1,3,0,0,0,0,2,0,0,0,0,1
2020-07-27,0.3132983694,1.7424197951,3.7806981094500003,8.567080482,22.0207606187,0.014328369099999998,0.33581037820000004,1.206285375,2.7846632108,6.5739954901,0.028794724799999998,0.3639484277,1.1562464647,2.7294224153,7.0921990657,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1
2020-07-28,0.2885117909,1.623318746675,3.6505917116,8.2425867813,22.4063477446,0.0119328084,0.3122927346,1.2117787931,2.7461422018,6.720575008,0.0254074357,0.3424202663,1.1673832882,2.6478613249,7.0375659876,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1
2020-07-29,0.2755884919,1.5051342977000002,3.7255725731,8.5682143021,21.7438051231,0.010508677400000001,0.3102705664,1.1863795504,2.7017778566,6.8633177784,0.0234747636,0.3306370793,1.1098862536,2.6460569418,7.0866618816,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1
2020-07-30,0.27661704,1.4631692823,3.6241635046000003,8.220459313925,21.9253494371,0.0096304106,0.2804444112,1.2071907818,2.696274822,6.6182923339,0.023446625800000002,0.3157208378,1.0922026463,2.6498707870000002,7.3408700297,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1
2020-07-31,0.2488961811,1.4188671290000001,3.5095923508,8.1338785708,21.9753053057,0.0084552295,0.2665177462,1.15138625325,2.5990790456,6.997643293814852,0.0205045128,0.295213441,1.0545104994,2.5678851626,7.3718025990000005,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1
2020-08-01,0.2288039725,1.3934519174000002,3.4072240602,8.2509478703,21.4794466298,0.0071708525,0.2567856953,1.1124717573,2.6561558603,7.027327444579896,0.019120360700000002,0.2829819602,1.0383539477000001,2.6132478671,7.1280074376,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1
2020-08-02,0.2094935916,1.3480599604,3.2888739306000003,8.0251115593,21.8355710052,0.006081576500000001,0.2497588688,1.061882279,2.6228368435,6.7990168957,0.0168851066,0.2660556861,1.02153122085,2.5236802457,7.0593777842,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1
2020-08-03,0.195101010550001,1.3138464181,3.2505752722,7.5400653592,21.7748557635,0.0052773131,0.2320919145,1.0375203172,2.4936457968,7.0938410348,0.0157256672,0.2554022038,0.97584402545,2.3991319291,7.1636351128,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1
2020-08-04,0.1784959623,1.2633194561,3.1376592165,7.5571719961,21.2633231443,0.0045933266,0.2161652831,0.9998768163,2.4645568896,6.9473558343,0.013637818000000001,0.2427958571,0.9521730638,2.4349461845,6.8638007503,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1
2020-08-05,0.16271644570000002,1.21020593,3.0882971834,7.4253823898,21.0671524361,0.0040972544,0.20843626295,0.9552069272,2.3952201476,6.4439594533,0.0122379423,0.2306215772,0.9078145093000001,2.442173262,6.787871077,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1
2020-08-06,0.15337361900000002,1.1472174645,2.9938967518,7.367684028,22.2297085473,0.0035568402,0.2062557855,0.9118786579,2.529786313,6.6789961881,0.0112318758,0.2143940947,0.8750695079,2.4647058992,6.8270708004,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1
2020-08-07,0.137414164,1.0722298703,2.9868417892,7.1430952227,21.8178194237,0.0031038573,0.1892571029,0.8862814555,2.3906377893,6.921815571339973,0.0100072122,0.2044666427,0.8853980716000001,2.3143578682,7.0314572709,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1
2020-08-08,0.12849434070000001,1.0295419202,2.9647623898,7.020784205,22.1726842881,0.0027479394,0.1745253418,0.8632342011,2.3398874145,6.8759768932,0.0089160794,0.1906319259,0.8640376792000001,2.2087729079,7.065985421,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1
2020-08-09,0.1220101708,1.0088723768,2.8055801857500002,7.2158607231,21.7785112434,0.0025979371000000003,0.1537873626,0.8309775798,2.2861972671,6.9668768557,0.0080406317,0.1799427938,0.8383438063,2.2273729961249997,7.0507516631,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1
2020-08-10,0.11096300440000001,0.9549120122,2.73325217865,7.0563649711,21.3869650304,0.0022436458,0.1394887616,0.8005850516,2.3022006865,6.9944843883,0.007116023500000001,0.1648806274,0.7873896931000001,2.1636956629,6.9065109454,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1
2020-08-11,0.1011224473,0.9239851465000001,2.6911712014,6.8662726026000005,21.0010059546,0.001969387,0.12320894125000001,0.7450540634,2.1246681538,6.6789219112,0.0064688686,0.15024969100000002,0.7411173135,2.1066530172,6.7036392161,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1
2020-08-12,0.0941605451,0.9150313283,2.7346486526,6.9669406538,20.1517572139,0.0017425965,0.11147067170000001,0.7097923848000001,2.1307364621,6.5087618352,0.0059417028,0.1352683386,0.6857620619,2.0688860388,6.6137428455,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1
2020-08-13,0.08577086560000001,0.8744682544,2.6616314433,6.9570390237,20.9901497669,0.0015671502,0.1006842911,0.7215876589,2.1213779349,6.4877498957,0.0053589871,0.1250486798,0.6797542014,2.0546475487,6.8078185563,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1
2020-08-14,0.0794493946,0.8405223230000001,2.5588881771,6.8238339868,20.0403484149,0.0014503683000000002,0.0987965819,0.7390521822,2.0729703726,6.547423080659906,0.0048334196000000005,0.1143307786,0.7091004472,1.9771671922,6.5369828625,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1
2020-08-15,0.0880292709,0.8165525455,2.4855859578,6.7565277431,20.4892524557,0.0012553865,0.0956127821,0.8033716316,2.1084622576,6.6892580685,0.0043593957,0.1085471019,0.6910799383,2.1083615401,6.6104544814,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1
2020-08-16,0.07853358740000001,0.7987269331,2.5442374275,6.520402756,19.8859163525,0.0010972045,0.09154627600000001,0.7572748797000001,2.0641693834,6.7176192740000005,0.0039408362,0.1021891859,0.6706293221,2.0618074172,6.7242536418,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1
2020-08-17,0.07129036400000001,0.7551339647,2.3899798705,6.4597238333,19.5644886219,0.0009703978999999999,0.09213803517500001,0.7413451395,2.1237312603,6.5696049154,0.0038718869000000005,0.0977222036,0.6658336744000001,2.0403634035,6.6736297628,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1
2020-08-18,0.0643665524,0.7516321688000001,2.3976009214,6.3406078094,19.4409202851,0.0008187997000000001,0.0938743602,0.7119062608000001,2.0040243542,6.2072051676,0.0035453673000000003,0.0943038063,0.6749158988,1.9781124346,6.51688212538499,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1
2020-08-19,0.057791398199999996,0.7064334771,2.3072567064,6.0853418924,19.6084287457,0.0007046508,0.0845714402,0.6591710966000001,1.9800609331,6.0995215304,0.0030905386,0.0861185713,0.6497077623,1.9712522654,6.5649153094,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1
2020-08-20,0.0518879073,0.710137793,2.4489828635,5.9870151981,19.4011060267,0.0006371945000000001,0.07982663470000001,0.6610657078000001,2.0492799149,6.4426614896,0.0027939969000000003,0.0832826956,0.6370479649,1.9882856643000002,6.5013049876,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1
2020-08-21,0.0465874681,0.685689103125,2.4017092268,6.1069734956,18.6426854602,0.0005641277,0.07373300070000001,0.6099787640000001,2.0273794609,6.2924910317,0.0025638068,0.0740179329,0.6012060652,1.8932213265,6.3002659383,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1
2020-08-22,0.0430622764,0.6691015717500001,2.2927114271,5.7680479675,18.3947844537,0.0005533168,0.0680161443,0.6326472432,1.9201279674,5.9596663056,0.0023525815,0.07213114870000001,0.5735304428,1.7834746267,6.357121774,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1
2020-08-23,0.0398885072,0.6526504438,2.2214567976,5.8573637818,18.7541746475,0.0005626796,0.0646103198,0.6374468361,1.8179909705000001,5.881639317,0.0021587585,0.0677685244,0.5850672684,1.7262415488,6.1691906673,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1
2020-08-24,0.0369486506,0.673727878,2.1648599442,5.6499395354,18.6562990923,0.0004919382,0.061739322400000005,0.6677308482000001,1.8280528121000001,5.7313977676,0.0021643461,0.0613251514,0.5925363962,1.8099763173,6.202086502469925,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1
2020-08-25,0.0342254669,0.6552288249,2.136656118,5.3977811476,18.7600001819,0.0004001538,0.0554872145,0.6261208465,1.7913856264999999,5.9105257141,0.0019570677,0.0563181503,0.5666327044,1.7697151287000001,6.5776912862,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1
2020-08-26,0.0317029868,0.5932803345000001,2.10527638195,5.2756129029,18.4125660726,0.0003254942,0.0518282849,0.6007532557,1.8296724549,5.7555926313,0.0018120925000000001,0.052294815800000005,0.5375843006000001,1.7511917488000002,6.1444033688,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1
2020-08-27,0.0293664182,0.5557155451,2.0813854365,5.2141247111,17.7359328605,0.0002716501,0.049089208,0.5830447813,1.8013992233,5.6351380197,0.0016216966000000001,0.0494176817,0.5370491787,1.8240068936,5.8867358557,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1
2020-08-28,0.0265473965,0.509476055,2.0249507077,5.2403082128,18.7167136002,0.0002405001,0.0448678089,0.5709946261000001,1.7103424718,5.1388749709,0.0014306222,0.044644275000000004,0.5188101902,1.7217261355,5.825557229,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1
2020-08-29,0.0237880235,0.4742911087,1.9966665397,5.2116405943,18.3888064976,0.0002123275,0.0423306023,0.5346639391,1.7309338367750002,5.3820202599,0.0013083453000000001,0.0414659548,0.4783661363,1.7206337377,6.0183468705,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1
2020-08-30,0.0213154635,0.4707364986,1.9561373603,5.0821635183,18.1360544608,0.00018850640000000002,0.0384472367,0.5096477970000001,1.6913142011,5.2950459317,0.0011695870000000001,0.0398032332,0.46439047050000004,1.6622976599000001,5.9340806575,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1
2020-08-31,0.0190999048,0.48742940045,1.8440473977,5.1955756436,18.2467211531,0.0001668905,0.039083824600000004,0.49537153500000003,1.6417664577000002,5.216779077329928,0.0010242976,0.0353208108,0.4606111962,1.5948646428000002,5.8077804351,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1
2020-09-01,0.017101351600000002,0.47503313280000004,1.7898563644,4.981579572425,18.7556745896,0.000143688,0.0351796266,0.49276129430000004,1.5857739467,5.4882107516,0.0009246260450000082,0.034507086,0.4802712203,1.5207393454,5.592113002,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1
2020-09-02,0.015301141900000002,0.4475387005,1.6619520047,5.1501327927,19.2530889529,0.0001245954,0.0323430908,0.49628298740000004,1.5616751863,5.6163408837,0.0008382606950000039,0.0315254474,0.4868484757,1.584526849,6.107013293,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1
2020-09-03,0.0142752276,0.4405758709,1.7005618688,4.9975221848,18.4581978339,0.000109165,0.0300456766,0.4934906866,1.6030846428999999,5.6209981339,0.0007529387200000026,0.0288014421,0.49685287120000005,1.5469406086,6.0011781649,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1
2020-09-04,0.0128077708,0.4286904425,1.6789225094,4.9048365028,17.4360725792,9.77294e-05,0.0279019936,0.4895705738,1.5594941707999999,5.4718589424,0.0006642043650000051,0.0263128086,0.46459635990000003,1.5981334248999999,5.7300276436,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1
2020-09-05,0.0114911647,0.4163789074,1.6690755781,5.2691008825,17.4243374493,9.568990000000001e-05,0.027930727800000003,0.5056237037,1.6408039544,5.6319073145,0.0006231184,0.024528372200000002,0.4640330429,1.6411235877,5.959564873,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1
2020-09-06,0.010309902400000001,0.3972661906,1.5877976515999999,4.9269774396,17.5629958394,8.03644e-05,0.024843950400000002,0.4814399682,1.5887024599,5.4145646343,0.0005559450000000001,0.0227887483,0.44750254770000003,1.5355123954,5.8802587195000005,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1
2020-09-07,0.009250070800000001,0.3803914532,1.4889546383,4.952258685,16.8301240278,7.11491e-05,0.0226565251,0.4803848133,1.5720405407,5.1970681951,0.000496013,0.020945170500000002,0.4455337253,1.5597718708000001,5.6308169512,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1
2020-09-08,0.0082991872,0.3538454243,1.4331271109000001,4.8051311941,17.609058366734985,6.11398e-05,0.020565787800000002,0.44657683540000004,1.5244870142,5.0134191921,0.00045303140000000003,0.0185917445,0.4291000465,1.5502537552,5.441097181179959,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1
2020-09-09,0.007446052000000001,0.3465921081,1.3290236318,4.8295517761,17.6001543555,5.3251600000000004e-05,0.0198295117,0.4162514463,1.5031488379,5.2359372149,0.000399665,0.0177631381,0.3959199352,1.5418996903000002,5.5261980896,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1
2020-09-10,0.0066806169,0.3190100726,1.2654488694000001,4.6289273781,17.6707173099,4.7342900000000004e-05,0.0176224782,0.38570946170000003,1.5054905055,4.9754055445,0.00035227100000000003,0.015676937800000002,0.3780992046,1.5056101689,5.6863008816,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1
2020-09-11,0.0061526056,0.286703095,1.2495977973999999,4.5356455569000005,17.8030003028,4.17691e-05,0.0177098168,0.3437434433,1.4263600201,5.4503045636,0.00031429550000000003,0.0142916527,0.348516378,1.3939386107,5.7034752069,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1
2020-09-12,0.0055852539,0.2691331978,1.3299882276,4.6930951044,18.0510340513,3.69928e-05,0.0162373878,0.3456569806,1.3809095184,5.3195448745,0.00028041380000000003,0.0133728762,0.3335177106,1.4569641223,5.5873951491,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1
2020-09-13,0.0050099922000000005,0.2479193238,1.2935848504,4.4747686636,17.3869597878,3.20386e-05,0.0146569199,0.3329555275,1.3757074766000001,5.3787082428,0.0002501847,0.0120517121,0.3144513189,1.4428590019,5.3126963983,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1
