date,Hospitalized Census 5%,Hospitalized Census 25%,Hospitalized Census Median,Hospitalized Census 75%,Hospitalized Census %95,ICU Census 5%,ICU Census 25%,ICU Census Median,ICU Census 75%,ICU Census %95,Vent Census 5%,Vent Census 25%,Vent Census Median,Vent Census 75%,Vent Census %95,Hospitalized Admits 5%,Hospitalized Admits 25%,Hospitalized Admits Median,Hospitalized Admits 75%,Hospitalized Admits %95,ICU Admits 5%,ICU Admits 25%,ICU Admits Median,ICU Admits 75%,ICU Admits %95,Vent Admits 5%,Vent Admits 25%,Vent Admits Median,Vent Admits 75%,Vent Admits %95
2020-03-27,6.7611349851,9.442938185,11.8171394957,14.1035494551,17.8279892919,1.5593498862000001,3.135620709,4.4691674082,5.9337659378000005,8.1159197433,1.2968990258,2.7327895807,3.9444571609,5.1823072281,7.4031584771,1,2,3,4,7,0,0,1,2,3,0,0,1,2,3
2020-03-28,8.605118813,11.5570785634,14.030784791,16.714958566299998,20.3514571507,2.212104294,4.0093199468,5.3457853463,6.8698179766,9.5357107782,1.8225634909,3.4663220526,4.642685325,6.061241678,8.3776665099,1,2,3,5,7,0,1,1,2,4,0,0,1,2,3
2020-03-29,10.7642456226,14.0430562435,16.4640961236,19.2399136821,23.586716462200002,2.8940948015,4.6389269811,6.3794549215,8.0033367462,11.0551013521,2.3387338715,4.15876915495,5.5417816239,6.9848894879,9.512094759,1,3,4,5,8,0,1,1,2,4,0,1,1,2,4
2020-03-30,12.9639227275,16.3672517697,19.143293619,21.9639709497,25.8677058531,3.5445419649,5.5831508011,7.1964002579,8.9456738645,11.9752597781,3.2019145605,4.8810139956,6.1822138278,7.8350019108,10.1506826283,1,3,4,6,8,0,1,2,2,4,0,1,1,2,4
2020-03-31,15.0184578695,19.0986109645,22.0414464928,24.7616969437,29.306943977799996,4.2183747787,6.4588978390000005,8.2410775209,10.1391190125,12.9409884538,3.7568831933,5.693367790749999,7.1477091413,8.8755880315,11.313666058,1,3,5,6,9,0,1,2,3,5,0,1,2,3,4
2020-04-01,17.2998346085,21.5677511737,24.623107666,27.6801158899,32.5573095212,4.9577855847,7.2998180246,9.1493847086,11.2804047869,14.9516636301,4.3642466876,6.3254361796,8.0068977835,9.6958669159,13.1402304418,2,4,5,7,9,0,1,2,3,5,0,1,2,3,4
2020-04-02,19.4980107784,24.229398415,27.2147046034,30.2972150924,35.2320615288,5.766977584,8.1908804946,10.0732047093,12.3485913732,16.5198487081,5.1439540587,7.1469602459,8.7720347346,10.6659419313,13.8073972804,2,4,5,7,9,0,1,2,3,5,0,1,2,3,4
2020-04-03,22.0949197475,26.4009887841,29.7303839956,32.899823487,37.9805878015,6.1858304281,8.9368837697,10.9326552242,13.4275280548,17.5484206188,5.707602978645005,7.8083482578000005,9.5172407327,11.5454530336,14.947186109099999,2,4,5,7,10,0,1,2,3,5,0,1,2,3,5
2020-04-04,24.1964995508,28.373536261799998,31.7131453834,35.0564721412,40.0366274274,7.050354956,9.5561180148,11.7785262928,14.3660867612,18.2936222203,6.309624343,8.3850974126,10.2063398242,12.3389334332,15.5299483095,2,4,5,7,10,0,1,2,3,5,0,1,2,3,5
2020-04-05,26.0436659389,30.3467902154,33.6706800893,37.2778885965,41.9649243379,7.389838667499999,10.075021023,12.4214386234,15.09297430525,19.1365670585,6.6529420472,8.9656551425,10.78952069625,12.9305715016,16.2344770782,2,4,5,7,10,0,1,2,3,5,0,1,2,3,4
2020-04-06,27.3080977962,31.915542833499998,35.45330401,38.9695545428,43.3961382527,7.9654403204,10.7037339435,13.0122046473,15.7281487465,20.1881695051,7.1591837105,9.516665697,11.4199160118,13.4247575035,16.7564454908,2,4,5,7,10,0,1,2,3,5,0,1,2,3,5
2020-04-07,28.7697677884,33.2345053265,36.9071077865,40.2786816922,45.1700610747,8.1772837735,11.1928752272,13.5365865635,16.3871236624,20.8372883078,7.5431718921,9.885783118900001,11.9212755694,13.9562324235,16.7024354487,2,4,5,7,10,0,1,2,3,5,0,1,2,3,4
2020-04-08,29.539975299600002,34.2469603527,37.713728744,41.2010399329,46.2023547268,8.445775918670002,11.3577357538,13.8001194169,16.7779737545,21.5571795617,7.7496258129,10.1608607477,12.0765674257,13.9910997365,17.2721480082,2,3,5,7,9,0,1,2,3,5,0,1,2,3,4
2020-04-09,30.314243741200002,34.9967141254,38.282294869850006,42.165635539,46.76747171014,8.5831398031,11.4602071678,13.9598972738,17.2154218669,21.993639086800002,7.8661399547,10.4311665539,12.1679861437,14.3480875517,17.44630699240998,2,3,5,7,10,0,1,2,3,5,0,1,2,3,4
2020-04-10,30.872008645,35.415335918574996,38.7482747702,42.105254375,46.9877160892,8.6936273547,11.6596815599,14.2624434979,17.2041820965,22.4277803681,8.2337985767,10.6010823911,12.3293255699,14.3021646164,17.2683213441,1,3,4,6,9,0,1,2,3,4,0,1,1,2,4
2020-04-11,31.379113660190015,35.705106215,38.8383876734,42.3592813872,47.4968234128,8.6006793993,11.5897344449,14.2708837328,17.3438784591,22.433043191,8.1469793484,10.5070270788,12.356593468,14.3520400508,17.2406683713,1,3,5,6,9,0,1,2,3,4,0,1,1,2,4
2020-04-12,30.94497147,35.8508244422,38.9680482119,42.2291650872,47.1489934639,8.3136657765,11.3096591891,14.0812597161,17.4926705948,22.3243770997,7.9283447573,10.455844516,12.1936178823,14.1773030639,17.159051475,1,3,4,6,8,0,1,1,2,4,0,1,1,2,4
2020-04-13,31.4034151706,35.7432211625,38.9110235388,42.1225608618,47.2547160354,8.1651896507,11.2558237292,14.1332912769,17.279501978425,22.6465370593,7.9601575479,10.2739555,12.3212940128,14.0799471202,16.9370468789,1,3,4,6,8,0,1,2,3,4,0,1,1,2,4
2020-04-14,30.9878687119,35.3403310047,38.6311963376,41.7770884338,46.3918151191,8.159813888645001,11.1800490024,14.1260842108,17.0443086593,22.6520218896,7.9686074271,10.2249165031,12.1149483656,13.8800133302,16.680191765700002,1,3,4,5,8,0,1,1,2,4,0,1,1,2,4
2020-04-15,30.584267885799996,35.0036243501,38.2714918744,41.0844280043,46.3223165453,7.845203692970001,11.046643113150001,13.8317087222,17.0199641786,22.0444497205,8.017498232625,10.123769578,11.8444492874,13.7693547417,16.35480473,1,3,4,5,8,0,1,1,2,4,0,1,1,2,4
2020-04-16,30.371650028299996,34.5485116449,37.6440227472,40.7348429013,45.6865520032,7.806618005899999,11.0594760416,13.7165626705,16.7847289897,21.9719751313,7.9197232426,9.9984929451,11.7782021966,13.575422798,16.1122645247,1,2,4,5,7,0,1,1,2,4,0,1,1,2,4
2020-04-17,30.0447900824,33.9745403065,37.0347301404,40.3836157581,44.8365963035,7.5342657635000005,10.6897423275,13.4157769199,16.6216001495,22.0169355073,7.6316242656,9.84269305305,11.5709782069,13.2272352969,15.903760617249969,1,2,4,5,8,0,1,1,2,4,0,0,1,2,3
2020-04-18,29.333961204800005,33.3613464948,36.3023163106,39.7518317969,44.4935137039,7.4077552339,10.4829639601,13.1101578972,16.244644614,21.546921227549994,7.441967507199999,9.646671103,11.2919277103,13.0153891707,15.7056480982,1,2,3,5,7,0,0,1,2,4,0,0,1,2,3
2020-04-19,28.9030323037,32.7357952399,35.8099038902,39.0842198956,43.5231435835,7.3768108147,10.1607718765,12.8025665022,16.1650056329,21.2457196834,7.4370435657,9.3607737517,11.0812051709,12.9072043049,15.207381467,1,2,3,5,7,0,1,1,2,4,0,0,1,2,3
2020-04-20,28.3382010011,32.0881288536,35.2751686645,38.5634321093,43.09607698691997,7.1304711233999996,9.9348929094,12.6238945878,16.00264723,21.2152130975,7.0146698323,9.2106215464,10.8808094429,12.5507783461,15.077004131000002,1,2,3,5,7,0,1,1,2,4,0,0,1,2,3
2020-04-21,27.8456036837,31.9578557694,34.8979275233,37.770872327,42.4640685646,6.8120263558000005,9.588782762,12.3913092612,15.91956154995,21.3510045884,6.989774222160001,8.9707648297,10.5458385577,12.2275939393,15.16620748,1,2,3,5,7,0,0,1,2,4,0,0,1,2,3
2020-04-22,27.2578662337,31.0971710065,33.9162810429,37.1954223267,41.6521637747,6.8554937761,9.5615919464,12.1192669047,15.3659399843,21.0659968059,6.9862220364,8.7739111943,10.346770688,12.119101627275,14.954651490900002,0,2,3,4,7,0,0,1,2,4,0,0,1,2,3
2020-04-23,26.2323634247,30.4527834711,33.3449752998,36.4722447248,40.6454327736,6.4434429071,9.1745379842,11.8619888619,15.2311584831,20.6260006681,6.6234031779,8.5696868436,10.0787482324,11.8369406519,14.4112974245,1,2,3,4,7,0,0,1,2,3,0,0,1,2,3
2020-04-24,26.0138263083,29.8312596758,32.8782024805,35.7571915209,40.0987333037,6.2193749527,9.0446025357,11.751903037,14.8239677553,20.1806273895,6.4914589931,8.4025535446,9.7923146048,11.6290611076,14.1773753651,1,2,3,4,7,0,0,1,2,3,0,0,1,2,3
2020-04-25,25.6644106596,29.2542663061,31.9641611447,35.0094672266,39.2405668942,6.143451504165,8.9012466816,11.458992082850001,14.5980164986,19.7658145762,6.3981286168,8.1396268643,9.6768026684,11.3982900016,14.0146632292,0,2,3,4,6,0,0,1,2,3,0,0,1,2,3
2020-04-26,24.8495419884,28.6644963351,31.5638485755,34.432239432,39.0903568295,5.8725396922,8.6427996305,11.1691397384,14.3187511063,19.5669914258,6.0518296399,7.8982003051,9.5504667968,11.1012168889,13.7379539921,0,2,3,4,7,0,0,1,2,3,0,0,1,2,3
2020-04-27,24.0186350553,28.1400573038,30.7792791099,33.9007047424,38.4278984112,5.4883102789,8.4636506859,11.0196575979,13.97813012765,19.000446495734984,5.7496973584,7.693775185,9.1742528078,10.8404535863,13.5401531434,0,2,3,4,6,0,0,1,2,3,0,0,1,2,3
2020-04-28,23.2747455664,27.5599910266,30.4190799955,33.3526059798,38.1788577877,5.4750814076,8.271304082675002,10.8224073376,13.8477180803,18.8253503866,5.6100562067,7.5440567353,9.0841887684,10.717865993,13.4210391641,0,2,3,4,7,0,0,1,2,3,0,0,1,2,3
2020-04-29,22.6754779761,26.8401223167,29.8700566243,33.1593675275,37.5154018922,5.1665884083,8.1491762566,10.7085328932,13.6615785039,18.8450753326,5.4365725488,7.387650788,8.9150594724,10.6196750585,13.3644842861,0,2,3,4,6,0,0,1,2,3,0,0,1,2,3
2020-04-30,21.8312871716,26.2967146013,29.30415865165,32.4906237553,37.2176423053,5.1905550571,7.897082081475,10.4338259429,13.4515286559,18.3873782018,5.2265148724,7.1490145563,8.6605490149,10.4198495179,13.1337289792,0,2,3,4,6,0,0,1,2,3,0,0,1,2,3
2020-05-01,20.8341171296,25.7404406306,28.9735562955,32.0729237421,36.9907320598,4.7554868371,7.7788386551,10.2276356486,13.0959338145,18.1836986251,4.9648666049,6.9525240856,8.4972232276,10.2827562464,12.8105486281,0,1,3,4,6,0,0,1,2,3,0,0,1,2,3
2020-05-02,20.553844459230007,25.334580126575002,28.3080433676,31.8417211717,36.1500150242,5.0077497015,7.6098492347,10.0715720758,13.0793328389,17.5944643263,4.8829392057,6.7887109033,8.4455680556,10.1185787353,12.518445463900001,0,2,3,4,6,0,0,1,2,3,0,0,1,2,3
2020-05-03,20.07480895202,24.9712823788,27.8651021283,31.3298521435,36.1836569147,4.8668056898,7.4704237997,9.9344628109,12.9427236358,16.8966483906,4.6991289366,6.6011262484,8.2636509997,10.0328296382,12.4326351059,0,1,3,4,6,0,0,1,2,3,0,0,1,2,3
2020-05-04,19.2646007969,24.1645775465,27.4160720567,30.9795697712,35.76514136058497,4.8287204814999996,7.3126401211,9.8590903809,12.6974347153,16.934326308,4.6793719801,6.5166546721,8.1381703752,9.867750579199999,12.5724345855,0,1,3,4,6,0,0,1,2,3,0,0,1,2,3
2020-05-05,18.6177518654,23.743881739,26.9039536485,30.5391509351,36.2089420913,4.7659485457,7.2658460327,9.7177681738,12.4194662386,17.0992193359,4.3203679208,6.4798780993000005,7.9685480806,9.779975007,12.5651576213,0,1,2,4,6,0,0,1,2,3,0,0,1,2,3
2020-05-06,18.1218281423,23.0970852025,26.5391018306,30.101072836725,35.9011895951,4.531444207980001,7.0763461662000005,9.6324354876,12.1307233846,17.149657411,4.1991150284,6.2797247139,7.8016919938000004,9.5681413661,12.6146884948,0,1,2,4,6,0,0,1,2,3,0,0,1,1,3
2020-05-07,17.2021438555,22.6900909543,26.1133096959,29.5330041046,35.3438529539,4.4134192553,6.9752539598,9.462645311,11.979857922,16.5993181873,4.0335512001,6.2240618454,7.7108631228,9.5136268183,12.3467458907,0,1,2,3,6,0,0,1,2,3,0,0,1,1,3
2020-05-08,16.92544183,22.0110989916,25.7680859312,29.373017491,35.1809774649,4.387270706005001,6.7924460391,9.2032159424,11.8098219927,16.1932472799,3.8873335288,6.0965299369,7.6491924934,9.2324716042,12.226449181,0,1,2,4,6,0,0,1,2,3,0,0,1,1,3
2020-05-09,16.2803518983,21.6418102402,25.4329646089,28.9991231005,34.9133350012,4.2406465535,6.736785695,9.2701097831,11.623090057,16.1998021516,3.8297989164999997,5.8320735049,7.4692274203,9.2484635707,12.2115489392,0,1,2,4,6,0,0,1,2,3,0,0,1,1,3
2020-05-10,15.9287003881,21.4883061382,25.0677572927,28.9511783669,34.2688217694,4.0977173559,6.57780924985,9.0317515367,11.572457238,15.8376075144,3.5505789944,5.7887672996,7.3648074019,9.2787012095,11.9971160559,0,1,2,4,6,0,0,1,2,3,0,0,1,1,3
2020-05-11,15.441801884699998,20.875063307,24.4562865778,28.5189205456,34.6158633008,3.8866409517,6.4465134051,8.8275252627,11.4489310193,15.9427547162,3.5268703863,5.5712754089,7.3248584216,9.0538853015,12.0172465439,0,1,2,4,6,0,0,1,2,3,0,0,1,1,3
2020-05-12,14.591133402299999,20.154416277325,24.3160265471,28.1029688678,34.164486794,3.7288897743,6.5287551629,8.6376555912,11.0911851801,15.3896345342,3.3364250899,5.522888932,7.0787632,8.9759677921,11.819907579684962,0,1,2,3,6,0,0,1,1,3,0,0,1,1,3
2020-05-13,14.2463916803,19.8837899237,23.9381795531,27.86364643,34.0240500592,3.58228147,6.465678797500001,8.5629560067,10.9396901673,15.4409352952,3.2624614648,5.3466505327,7.1443297641,8.854919743,11.9637091064,0,1,2,3,6,0,0,1,2,3,0,0,1,1,3
2020-05-14,14.0448905684,19.5229100766,23.5889553729,27.79030329065,33.8011608088,3.5441023123,6.3040259431,8.37285003065,11.0753193819,15.244896927,3.230008003,5.1663749137,7.0473546683,8.9267827591,11.630053787,0,1,2,3,6,0,0,1,1,3,0,0,1,1,3
2020-05-15,13.5955137607,19.1498773009,23.4233653777,27.2493156982,33.431179622244905,3.5301851402,6.1226237097,8.3173841908,11.0270478475,15.2242375531,3.1569754305,5.2484436035,6.8575960857,8.8153846996,11.7289557536,0,1,2,3,6,0,0,1,2,3,0,0,1,1,3
2020-05-16,13.2757950354,18.6543662134,22.9442019404,26.9023759954,33.7409522568,3.4844938227,5.995048211,8.1654157748,10.7688693307,14.9716164702,3.0241679251,5.1756242331,6.79294213735,8.6686358461,11.6307603538,0,1,2,3,6,0,0,1,1,3,0,0,1,1,3
2020-05-17,12.5864379608,18.3542158635,22.3959995477,26.704929066,33.8243107561,3.1546886129,5.9304818857,8.0079908919,10.4447625992,14.8146410084,2.8250934814,4.9896599022,6.7758657957,8.5798520515,11.595255565,0,1,2,3,6,0,0,1,1,3,0,0,1,1,3
2020-05-18,12.2206521843,18.1185176061,22.1865710243,26.6641303116,34.2992357351,3.257916581,5.8590187118,7.978663729,10.5529890023,14.9912842282,2.8177640975,4.8792897775,6.7409914953,8.4102783192,11.7778176096,0,1,2,3,6,0,0,1,1,3,0,0,1,1,3
2020-05-19,11.713297936,17.7531336081,22.0256968132,26.310662781,34.2371263969,3.2433769595,5.758626434,7.8114261396,10.3922037329,14.6212786979,2.8085779155,4.8147078729,6.6136419817,8.4470812075,11.5168081867,0,1,2,3,5,0,0,1,1,3,0,0,1,1,3
2020-05-20,11.0992025095,17.2215831368,21.5725413278,26.5527206422,34.2430951824,3.1336732669,5.5944176277,7.6754489283,10.2148087488,14.4381196449,2.7648038049,4.6667071778,6.54386311935,8.47759462,11.4475648391,0,1,2,3,6,0,0,1,1,3,0,0,1,1,2
2020-05-21,10.5901098114,17.1255469638,21.3212173045,26.0513524975,33.7863434454,2.8266268313,5.423133785,7.5065907476,10.2155823659,14.2601122382,2.5403627559,4.5816267168,6.4119601578,8.25256205695,11.3928718179,0,1,2,3,6,0,0,1,1,3,0,0,1,1,2
2020-05-22,10.4844877781,16.5286410233,20.9867308151,25.8127979336,34.24667262194491,2.8721852402,5.427062562,7.3415305140000005,10.0694392599,14.4216445676,2.4274208663,4.5375706928,6.3447324186,8.1329653552,11.3289358875,0,1,2,3,6,0,0,1,1,3,0,0,1,1,2
2020-05-23,10.1476861291,16.2192816174,20.8024791828,25.3362536745,34.29534676066997,2.7078725933000003,5.1164869909,7.2554613097,9.9651414093,14.0789692818,2.3723842532050017,4.4064524025,6.304481822,7.9272714504,11.3184852793,0,1,2,3,6,0,0,1,1,3,0,0,0,1,2
2020-05-24,9.9567887823,15.8050491754,20.3264068809,25.1290535339,34.0644974582,2.473303194,5.1460313019,7.2439186407000005,9.8035842606,14.0941907679,2.1132856697,4.379814197,6.0156491025,7.875583496,11.5443996461,0,1,2,3,6,0,0,1,1,3,0,0,0,1,3
2020-05-25,9.5398644464,15.5391989992,20.1500931694,25.1039075302,34.4073079316,2.4205836632,4.9790726887000005,7.1674467472,9.7472736879,14.1311768731,2.129217575,4.2047178977,5.9570911271,7.9453540722,11.4308082852,0,1,2,3,6,0,0,1,1,3,0,0,1,1,3
2020-05-26,9.0197190194,15.1657372407,19.9397045002,24.679017723,34.7296546253,2.5133745362,4.8895193701,7.0828379715,9.616417743175,14.1368430199,2.0552610457,4.1032915065,5.8768695194,7.8319214199000005,11.6651095712,0,1,2,3,6,0,0,1,1,3,0,0,1,1,3
2020-05-27,8.9135097153,15.075326472,19.516978473400002,24.5797186968,34.5296942276,2.3858933668,4.8176989756,6.8972172341,9.384379772,13.9201852025,1.9663417948,4.0416915978,5.7670081589,7.7880036849,11.6146244593,0,1,2,3,6,0,0,1,1,3,0,0,0,1,3
2020-05-28,8.1710896419,14.646086645175002,19.0775703926,24.4298710646,34.7185636113,2.2766573983000002,4.6662246676,6.8514203722,9.3254729231,13.7750622332,1.8443037818999999,3.9059646569,5.5805278536,7.7537042276,11.1947944846,0,1,2,3,5,0,0,1,1,2,0,0,0,1,2
2020-05-29,7.9990759936,14.4132413531,18.8634771743,23.9525677671,34.6619149119,2.2243747007,4.7217865312,6.7439689794,9.2906203014,13.7763730279,1.8811944826,3.8636607571,5.5758956423,7.4861765156,11.3305715603,0,1,2,3,6,0,0,1,1,3,0,0,0,1,2
2020-05-30,7.9384695805,13.9156395774,18.4645123659,23.8444357833,34.7020561905,2.2412276068,4.4856244195,6.5648725267,9.1685135591,13.5813679287,1.7380723592,3.726340497,5.3918209423,7.4912941109,11.5507071097,0,1,2,3,5,0,0,1,1,3,0,0,0,1,2
2020-05-31,7.452647241899999,13.4634958777,18.2103746403,23.822586415700002,34.3847540929,2.0012497861,4.4180650291,6.5388133765,9.1165560957,13.4320726867,1.7359548038,3.6233240294,5.2507535968,7.446207101,11.547711919409995,0,1,2,3,5,0,0,1,1,3,0,0,0,1,2
2020-06-01,7.3543199069,13.3279459891,18.0691033676,23.8982225228,34.1144162346,2.1275262001,4.4015721508,6.3713992262,9.0969148012,13.662311101444875,1.6937160204000001,3.4810672489,5.200505089,7.55473015,11.3895358037,0,1,2,3,6,0,0,1,1,3,0,0,0,1,2
2020-06-02,6.9351013579,13.010181503,17.7846449659,23.718848568075,33.8369843722,2.0272099447,4.2859314554,6.3847272274,8.9923804858,13.6470829348,1.6327710018000001,3.4486846055,5.2559783025,7.366827553,11.4782712661,0,1,2,3,5,0,0,1,1,3,0,0,0,1,2
2020-06-03,6.5935721431,12.8548201497,17.4282067953,23.5156628476,34.6008778664,1.979811731,4.1316613213,6.2855519375,8.9118632877,13.317053211,1.5513012949100005,3.3600306497,5.2128286038,7.2269571817,11.1670274875,0,1,2,3,5,0,0,1,1,2,0,0,0,1,2
2020-06-04,6.5375083296,12.6486790135,17.39607205145,23.0332135987,34.2017976097,1.822143542,4.0860444394,6.2553247991,8.7082394646,13.0926402781,1.5052968028,3.2801282772,5.1433035691,7.2586731317,10.9278455977,0,1,1,3,5,0,0,0,1,3,0,0,0,1,2
2020-06-05,6.195217379,12.3189443616,16.7959392778,22.7928171,33.4123179342,1.8874380916,4.0785403111,6.167655073,8.6463785451,12.6562586632,1.4160955795,3.2539619551500003,4.9844227053,7.1127884984,10.8198027633,0,1,1,3,5,0,0,0,1,2,0,0,0,1,2
2020-06-06,6.0024811795,12.0817325594,16.7922021211,22.6359780443,33.5506172978,1.8590510056,3.900216357,6.0524443725,8.5781419751,12.9481083144,1.2512650428,3.2613596242,5.0086304887,7.1790087972,11.01581837,0,1,2,3,5,0,0,0,1,3,0,0,0,1,2
2020-06-07,5.8567659232,11.7125367357,16.612947518,22.1588158521,34.6303934121,1.654546065,3.8711245775,5.8920633105,8.6818912865,13.0863277705,1.3019896737,3.2130584079,4.9065366412,7.126523763,11.3147240148,0,1,2,3,5,0,0,0,1,3,0,0,0,1,2
2020-06-08,5.7246782926,11.3682020487,16.4525307964,21.9361744456,34.5446808665,1.6470564394,3.8528990456,5.8321296088,8.445981509,13.2119156139,1.1842432269,3.1221670198,4.8597947348,6.8419623763,11.5572322555,0,0,1,3,5,0,0,0,1,3,0,0,0,1,2
2020-06-09,5.5160302989000005,11.3650907056,16.2369869261,21.9079516106,34.6881475654,1.6449577074000001,3.7569277959000003,5.7154807121,8.4447803478,12.9994768184,1.1513947268,3.0360356601,4.7927240141,6.8853359186,11.5104626546,0,1,1,3,6,0,0,0,1,3,0,0,0,1,2
2020-06-10,5.0972050254,11.0875968923,15.9605946686,21.5369404936,34.2788970282,1.556343542,3.7682624188,5.77004177835,8.4383446587,13.165458996,1.0936249916,2.9671599362,4.6660270145,7.0074426985,11.1912846513,0,1,1,3,5,0,0,0,1,2,0,0,0,1,2
2020-06-11,4.9805994569,10.796595174925,15.750830004600001,21.3956288423,34.6303312667,1.4994480067,3.5827638249250002,5.6814481016,8.2233797095,12.9452266588,1.065726578,2.9514367239,4.7343277996,6.8607135717,11.325770388,0,1,1,3,5,0,0,0,1,2,0,0,0,1,2
2020-06-12,4.9648577306,10.7124335688,15.7940906533,21.3502023727,34.4299700539,1.3686754237,3.6178573626,5.6236065774,8.4038758055,13.0455797231,1.003214928,2.8950636163,4.7239935203000005,6.6863760228,11.3446760191,0,1,1,3,5,0,0,0,1,3,0,0,0,1,2
2020-06-13,4.8309116702,10.3958054108,15.5243375244,21.274509917,34.0185526537,1.4184390992,3.5307376437,5.4050961496,8.1432489107,13.1375121529,1.0529751606950026,2.9100641534,4.5544651017,6.6588876167,11.5196738033,0,1,1,3,5,0,0,0,1,2,0,0,0,1,2
2020-06-14,4.6271605796,10.1102406466,15.4431805047,21.0049252856,33.7008078586,1.3558798263,3.3836391547,5.4852346722,8.1890952374,12.9969960855,0.9507033879000001,2.7788675361,4.6331786144,6.614484384,11.329806928,0,0,1,3,5,0,0,0,1,3,0,0,0,1,2
2020-06-15,4.4709968981,9.9061652141,15.1936198279,20.709627365,33.6735173313,1.3161450955,3.3688346823,5.5001862146,8.2407650688,12.6269010009,0.9560966933999999,2.7478085176000002,4.6173946089,6.6073053463,11.3161090002,0,0,1,3,5,0,0,0,1,2,0,0,0,1,2
2020-06-16,4.3717300264,9.6138497784,14.9900106583,20.7324651693,33.623769439,1.2914719717,3.3133154568,5.289256042,8.1765108315,12.6005610055,0.9890658454000001,2.6346308225,4.495316373350001,6.6601439649,11.1625531211,0,0,1,3,5,0,0,0,1,3,0,0,0,1,2
2020-06-17,4.2009218832,9.7668968286,14.8818346892,20.6641176879,34.6136385159,1.2384591066,3.176096491,5.325737819,8.0330739353,12.7440623164,0.9049879623,2.541395179975,4.4681750472,6.6277858627,11.1126212446,0,0,1,3,5,0,0,0,1,2,0,0,0,1,2
2020-06-18,4.122414878,9.3389551004,14.4964678247,20.3771685948,33.68135878927437,1.1591772005550003,3.0880719822,5.0920006298,7.9658889535,12.7991253312,0.8507940411,2.5636635703,4.3941530107,6.5827210606,11.3103651467,0,0,1,2,6,0,0,0,1,3,0,0,0,1,2
2020-06-19,3.8594104751,9.3100508602,14.0495468722,20.0541766291,34.5511949203,1.1045887808,2.9679610345,5.0255449503,7.7061575462,12.5786829962,0.7852086268450003,2.4236737192,4.219577998,6.5354763449,11.2982812268,0,0,1,2,5,0,0,0,1,2,0,0,0,1,2
